tweet,class
idgaf anyon say gambl stupid like constantli bitch money tf would go casino,1
idgaf get long go hard sell drug credit card check strip sell pussi whatev jst dnt b halfass,1
idiot censorship drive franc presid fail understand he empow jihadi censor internet wholesal fail,0
idk yall love thirsti bitch atleast afraid perus nigga,1
idk bro [@] bunch hoe realli doesnt compar one faith girl bruh,1
idk friend blunt sarcast peopl probabl think rage bitch,1
idk bitch trust bitch sooo easili still friend,1
idk mayb bitter give bitch money genuin nigga aint got nowher fuck struggl hoe,1
idk what wors broke hoe potenti,1
idk nigga ju went better find food becom real life bitch,1
idk tf roro amp sophi glad got bitch twerkin vine whip,1
idk bitch think player lol bitch zero game,1
idont want bestfriend boyfriend homeboy homegirl fuck yall bitch ctfu idc idc,1
[@] know love coon ass ,1
[@] post  pic wave bring scurl back hoe ,1
ashton trash make come guy someon like ashton trash make mani peopl smile,0
bradley cooper win oscar ryan gosl imma cut bitch,1
california chrome doesnt go even money better might flip trash mean damn get  oh human,1
dirti still around wonder mani younger guy would call disrespect son bitch,1
dj khale eat nicki minaj pussi finna tast everyon rap industri,1
drew stubb pimp couldnt even hit hoe,1
becom presid everybodi lockdown gonna run bitch like penitentiari,1
call bitch youd prolli hate  call bad bitch youll prolli thank,1
make money bitch even want,1
like hoe turn ass frisbe,1
unwrap big booti hoe today go rio outrag,1
ever ate pussi fuck  nigga let know right owe  dirti bitch,1
ever committ crime cite lvl sole influenc,0
ever saw kendal jone person kill sight hate bitch anyth life,1
fuck nigga bitch ima record keep fuckin til play dumb ima show,1
dollar everi time someon call maggi make rain hoe,1
hair would serious go perm genet stone cold bitch,1
hit shotti bitch bet bodi flip,1
hold door open bitch betta say thank imma slam door ya back,1
post pictur woman hoe jump bridg tonight lol,1
respect demand respect back think bitch even bigger one bring,1
see anoth bitch rolli bag ima diesel bitch,1
smoke ya bitch,1
guy definit dress fuck right pussi guy,1
strand desert island could bring  thing would bring dora hoe everyth backpack,1
kid todaymichel obama lunch would wind trash,0
born black would ton kid never work get lot free stuff amp bitch thank god wasntwhat drag b,1
wore tutu bitch would want  dog gonna tell everyday ,1
legit tri worst thing tri play game youll get bird sooo fast,0
share nigga everi bitch tf want aint longer special heck,1
never seen hoe shit eye refus let anoth nigga influenc thought,1
kubiak player theyd pump painkil tell stop pussi,1
templ beat rutger today happi clam,0
bitch annoy get left,1
bitch bit dick probabl beat shit,1
bitch choosin let choos lmao ,1
bitch like sumthin wrong wit da bitch,1
bitch tast  shouldnt even dare eat ,1
bitch fuss ampampfight niggah hug ampamp bood next bitch  clearli doesnt gaf bout,1
bitch bad singl singl fo reasonho prolli cray runna,1
bitch make moan sex own soul ,1
chick want eat pussi leav accept gladli lol,1
cute bitch fuck lame nigga automat becom  time less attract eye,1
nigca neva told bitch got bomb azz puzzi kill yaself bitch [LINK],1
nigga nap fuck bitch mean lame fuckin lame deez nigga corni asl,1
nigga watch love hiphop instead playoff gay denna bitch,1
nigga phone broke best believ gon memor main bitch number bitch cash number ,1
spic ever talk white person white person kill self defens,1
teacher gave pussi elementari school got tell somebodi,1
teacher tri throw pussi school nigga aint sayin shit,1
anxieti person kill bitch fuckin fast,1
anyon ever get attitud e idgaf go bitch right back ,1
anyon want bring sweet tea parti thatd make bday perfect well cracker barrel ,0
anyth ever said offend problem problem littl bitch,1
eat pussi make happi ,1
ever sport seem script  end yanke game prove,0
everybodi alreadi hit cours nigga take serious idk hoe surpris,1
bio say god judg she hoe,1
mom wasi hoe she like hoe think learn,1
aint hit bitch aint hit bitch lie petti bullshit,1
fuck know everi niggah want,1
straighten hair gonna long hoe gonna hate ,1
get rich girl least like saw someth hoe see,1
wasnt yanke fan probabl would sf giant fan lol,0
wasnt blanket nip would harder search ann frank,1
join armi get bitch armi go,1
luke hem realli think trash must fuck dirt boy beauti dammit,1
anger materi would fuck atom bomb blow bitch,1
bf post pic daughter like keep scroll comment necessari ye bitch know she cute,1
bitch wear bacon braim take ass funki town,1
friend wanna hangout automat respons call bitch whoop,1
tweet hit close home sub lil stupid ass bitch check ya fuck self issu lil bitch,1
gz trayvon would aliv right second smoke bowl tweet bitch hoe nice kid,1
coward afraid show faithjust anoth devil bitch,1
date girl live mack road could get holi triniti sacramento ghetto daili basi,0
everyon knew real youfakest bitch know,1
new local mall wasnt ghetto,1
bitch realli knew,1
pussi lip could talk go like whisper,1
hoe social media hoe real life,1
aint yo ladi better text ass good morn quit treat side hoe like wifey materi,1
aint talkin  talk  know bitch stop talk trustissu,1
appreci say ye bitch aint real,1
hate kiss mouth hoetel differ,1
know yo name way meet dat bitch eatta,1
make good sandwhich give good blowi wife dat hoe way eat eat,1
wear dinner she pay food treat bitch like stranger [LINK],1
shell tell she badd bitch listen she bad health,1
one anglosaxon protest right aliv us none foreign filth,1
someon part jame x he white trash cultist,1
someon push hard today may surpris ho capricorn [LINK],0
pussi aint organ preserv free growth hormon fresh usda approv aint fuckin,1
pussi come head want,1
yo hoe  hoe ,1
yall hoe want fuck,1
[@] get dempster look like get older smh bring youth mlb,0
yanke beat red sox even deserv playoff yanke redsox mlb,0
crust aint graham cracker keep pie,0
thing talk eyebrow got forest pussi,1
server black op  act gay today bitch fo nite [LINK],1
word whore hoe slut prostitut ect werent invent would alot pussi go round,1
world free sucka free would nig left,1
nigga pussi douch em clean em,1
hoe aint lie fat hide backpag profil,1
bitch turn crash ,1
bitch hang one time,1
bitch new amount shit spoke bout twittah lol,1
train offic wear bodi armor stand back watch smoke clear everi gun ho wanna [LINK],0
bad bitch enjoyyaday,1
bitch hadddd wouldnt give fuck chri brown bag bitch alreadi lol,1
aint fuck aint suck wat doin hoe ,1
bad nigga realli play nice get pussi ass gone ,1
expect stop playin nigga playin widd bitch deal,1
got yo shit pull upp past yo bellybutton old yoga pant bitch aint ,1
know bitch know mexican [LINK],1
talk bout money weed bitch even wanna talk,1
bitch start fukin yappin tae make sure break someth vital warn call poli hazard result perman damag,1
viagra bitch itd call niagra,1
get trick treater give android advic stop faggot,1
yall preppi bitch ever argu like parti noth yall get hit bottl fr,1
yall nigga gon gay yall gotta top dress bitch shit women wouldnt even dare wear smh,1
yer gonna continu contrarian bitch go die time trifl,1
yo name wu song wu hoe amp overgrown thot [LINK],1
yo nigga catch cheat beat yo ass front yo lil yeah lil yeah help still give pussi ladi,1
yo pussi good pullout game weak,1
like chocol sodapop tweet bad happycolumbusdayy fuckin retard hypocritegt,1
bad bitch put ya hand high,1
hoe ima treat like one like your good girl ima treat like one discrimin,0
top notch bitch lemm holler ,1
act like fuck retard high mane stay away,1
aint stevi js bitch cours youll call scum earthhi bitch hook upset though,1
aint hoe get trap hous [@] ,1
aint bro better watch yo bitch  borrow yo hoe introduc pimp ,1
aint bro bitch singl eye ,1
aint suck dick sit pucker lip collagen muhfuckin bitch,1
descend anyth less european nobil andor royalti nontitl common gutter trash,0
club everi weekend leav child babi momma wanna hear bitch child support ,1
go stick one garbag recycl go give singl fuck put trash,1
ask everi bitch gay,1
attract peopl gone assum got hoe,1
ballin buy ya bitch someth,1
ball buy yo bitch somethin,1
bodi count mine hoe js,1
turn instagram likesfollow real life shit trash,1
tattoo divers bird chest malnourish bodi sir instagram would trash,0
fuck [@] either slackin b turd burgular c pussi face whichisit ,1
know yo bitch tuat aint bitch sayin,1
say thank someon hold door open your bitch,1
know uncl jj bitch,1
enjoy hunt sport your trash hunt food deserv starv,0
follow twitter loud cunt swing wintersmith stranger ,1
fuckin rent lame hoe,1
get argument someon say nice life amp good luck ohio fuck bitch leav,1
go barber shop friday charger snack bitch ,1
go strip club everi weekend never experi earn pussi,1
got bodi count alreadi  talk anybodi hoe,1
got good girl turn bad bitch,1
got nigga anoth nigga wcw hoe ,1
got problem bring tens yo bitch ass  ,1
got charg nigga tryna talk chick realli insecur faggot control,1
got tat breast trash ass bitch stay far away ya acid pussi,1
got act like cuf bitch get ass lame forreal   real nigga let bitch know jump,1
hang hoe your hoe associ tri debat your hoe get offend your hoe,1
chemistri thing need time time bitch,1
friend jump fight show your overal pussi,1
hoe stop shave run around spray nair yall,1
jump someon your bitch,1
jump someon your bitch regardless situat,1
kill cop cracker babi next black state white state latino state move backward,1
know guy newborn babi fuck tri talk desper ass hoe,1
like k gold rillo pussi,1
love somebodi cheat hoe certain shit caus limit type shit,1
must call cracker pleas call cheezit saltin,0
momma sister goodby bitch time,1
lickin toe basic bitch fuck basic bitch,1
bitch realli care ,1
one hoe  make known,1
like chees pizza your pussi stay away love combin pizza,1
rat famili get troubl your littl bitch bloodthickerthanwat,1
realli know know problem go hate ass bitch,1
said today internet duck dynasti northwestimp your useless whigger,1
say follow word convo nigger nigga swag yolo fag retard,1
say anyth knock boyfriend go bitch boyfriend pubeless runt,1
see  speak bitch ,1
singl start hit hoe  ,1
slow puddl your bitch,1
sneak diss amp come tryna address initi issu amp say aint noth bitch,1
sweat pussi somethin new,1
take long time text back hoe,1
tell dyke look like nigga compliment alway wonder,1
text nigga let know find bitch hard feel,1
think term redskin offens polit issu ignor,0
want come buy aint mufuckin front nowaday nicca play game hun  [@] loud,1
bitch nigga  still gona bitch nigga  ,1
fuck tri fuck ya nicca girl  buster lol,1
work graveyard shift cheat top somebodi els gon tuck ya bitch,1
would follow georg washington  mean your white trash,1
your male hoesho andor bitch default word womeny gotta go remov pleas,1
your whiney bitch zima shut fuck democrat [LINK],1
your act like bitch bitch problem,1
your littl scare bitch possibl louisvil purgejust go ferguson,1
your gonna hoe look relationship lost privileg decid hoe,1
your girl problem feel bad son got  problem bitch aint one,1
your attract  bitch aint make drink tf think,1
your directli descend european royalti upper nobil your fulli human your common gutter trash,0
your watch seahawk game your hella bitch,1
youv ever drunk fish might redneck,0
nigga  use term  yassssssssss  gonna assum fag,1
main reason dislik someth popular  chanc your littl stupid idiot bitch babi child,1
parent let drink underag fuck retard,1
pussi stink aint goin heaven,1
twitter privat instagram public prob trash talk thot,1
youu let yo bitch leav anoth niggah say shit youu,1
iggi azaelia one hit wonder bad bitch,1
iggi trend twitter trash today,0
igot level  far flappi bird smh,0
ihat nosi bitch ,1
ihat mad bitch glad one,1
iit peyton faggot drive,1
ik bitch ass saw mention tall ass,1
iknow coupl mf favorit line wouldnt young bitch stopp  young mind,1
fire nina like first day job bitch slept,1
take yo bitch make everybodi bitch,1
illist bitch aliv,1
singl bitch money shit ,1
boogi ass niggah fast hoe,1
differ niggaif pussi good tryna fuck minsim stop back anyth ca think last longer,1
ghetto ass nigga suburban,1
queer mmm,1
rich niggaaaaa need rich bitch,1
south side niggah fuck around fuck around,1
twat,0
westsid niggah know rockin wit game,1
fuck taylor bitch ass,1
get pussi,1
addict bad bitch like never bitch,1
allow trip bitch  trip tho,1
back squar one  bitch weed lotta hang ova,1
done [@] readi wake pussi breakfast everyday,1
elat pass creativ gene daughter also got retard gene,1
 alreadi know bout bust flow bitch hoe name miguel chillin nigga tono,1
get sleepi water bitch right,1
glad met chick remind trash left behind,0
hardli hoe anymor lol,1
ice cube call grinch got list aint give shit bitch,1
full suit bow tie restaur amp call frat bitch ass niggacaught around white ppl stare lol,1
mickey ds gone ask doubl chees burger wit chees foh,0
young niggah chase in til driver seat benz,1
young niggah tryna live life long,1
gettin start oh yeah got bitch,1
car jam taylor swift side bitch,1
look reason realli spazz bitch never ladi buta bitch none less lol,1
mad jame let drink shit payback bitch,1
marri retard must good togeth nigga hunch sleep,1
tight circl bitch get di loop,1
never cuffin unless bitch grown act grown deal wit lil girl nb,1
tongu kiss bitch tho,1
nt rey talk dumbass bitch lost world realli need save save [LINK] tri wrk,1
cocki hoe hmmm wonder prolyy fuck wit yall,1
order real nicca gotta real  nicca,1
prolli wit yo bitch big butt fit ,1
readi today iu iubb hoosier hoosierst ncaa big michigan gameday btown [LINK],0
retard real sit get mad think daughter ignor rememb aint,1
rick jame bitch show ya titti,1
sippin hot tea bitch,1
smoke good bitch conceit  [@],1
soooooo tire dick dyke show fb feed real stud fucc nigga bisexu,1
sorri bitch last night,1
sorri use shit worri next bitch unboth threatenwho,1
start askin dese hoe nigga got sand pussi,1
still go trick treat free munchi bitch,1
bitch sometim,1
tell man [@] roethlisberg got record expung becam trash,0
biggest pussi come scari stuff,1
man around bitch babi check wrist watch ,1
niggah realli wanna ride wit,1
thinkin use beat yeah made bitch lol [LINK],1
tire weak ass men mention tellin ok justifi punch woman face shit bitch made,1
tire see disturb bitch  tit,1
tire bitch actin like loyal lol,1
tri come back fine ass bitch next lifetim,1
tri take word bitch outta vocabulari  hardest shit ever,1
way leagu hoe pleas excus ego,1
wearin one walmart jacket around walmart ghetto lmao fuck,1
wit yo bitch smokin let keep mid imma roll potent,1
ima home tomorrow line bitch,1
ima fuck nigga omar weed browni,1
ima hypocrit say fuck hoe  day later let hoe play dick mcdonald drive love fri,1
ima kill cay  ugh stay last nerv love funcci bitch,1
ima knock pussi like fight  [LINK],1
ima knock pussi like fight night ,1
ima pull eat pussi dip ,1
ima pull eat pussi dip,1
ima shmurda danc pussi hoe ,1
ima side bitch time time stay place,1
ima spread pussi like acr,1
ima start friend zone hoe ,1
ima tear pussi uuuup,1
ima trash [@] fantasi,0
imma get home around  problem coon leav bar drank  shot crown royal think still drive,1
imma knock pussi like fight night,1
imma limit associ grade f bitch next year life gone ppl got time bs frfr,1
imma treat act  act like bitch youll get treat like bitch,1
 resolv perfect bitch face,1
hope recruit women isi open jihadi finish school [LINK] [LINK],1
movi everybodi aint star need co star extra [@] hate hoe take pride chick,1
case forgot hoe sinc  dot made  dollar work still havent slept,1
class still drunk last night broad present chipotl bitch live teas feedm,1
class tear like bitch,1
da club makin movi feel like tyler perri fuckin nigga bitchesdey like didi gt marri,1
elementari school tie girl tetherbal pole tetherbal caus bein bitch,1
life must ask yourselfar chosen one basic bitch letsber,1
 year support nigga bitch kid well gratitud die,1
opinion lhha spot descript atlanta dumb hoe nigga ratchet broad stupid argument,1
opinion everi bitch gay,1
order real nicca got real nicca,1
news eyelid still spasm put mascara today bitch wtf,1
word call bitch,1
realiti lame nigga corni nigga get bitch sooo mani dem nigga nb lol,1
redneck land  tennesse,1
past week paula dean uncl lost job say nigger bullllllshiiiiitttt,1
word lil debbi bitch,1
updat find lot hardcor cock suck ass pound pussi puls thrill [LINK],1
two month tho hoe,1
yo bitch dm like [LINK],1
innout like sunshin blue sky song bird smile front porch perfum ocean windkiss cheek,0
inb eat left poppadom livinthedream,0
includ ya size hoe ,1
ind ju got hype work knew bitch candac aint die,1
indiana aint gone give nicca shit  pose win last game,1
indiana lost bowl green big ten continu trash,0
indirect ass littl bitch like know fuck number live,1
innov idea unresolv issu relat ho libra [LINK],1
inspir huge crowd tourist sit watch wild meadow rat trash can camera gasp,0
instagram look motherfuck like fuck bitchnigga think shehe isss,1
instead call hoe girl support idk though,1
instead join sport team hoe join twerk team,1
intern law enforc oper disrupt shylock bank malwar  pcworld intern law enforcem [LINK],0
intern polic oper disrupt shylock bank trojan  computerworld guardianintern poli [LINK],0
ion care fuck hoe ,1
ion even wanna see bitch   talk bout make breakfast,1
ion fight aint pussi heart nigga ion fear nobodi god loos win draw,1
ion give fuck ion give fuck ion ion ion give fuck bitch give fuck anyth,1
ion got type bad bitch thing like,1
ion kno wat kinda spring cloth imma get yung nicca di year aint doin da polo di year gotta offset em wit sumthin els,0
ion kno tonitei ju kno gon end wit dick first pussi,1
ion know bitch insist tell go idgaf chu bitch like damn,1
ion like doll face hoe,1
ion like ho caus talk mf much ha real butt ugli ass dumb young ass ho ,1
ion pay pussi pussi priceless go fishin aint pisc,1
ion trust bitch,1
ionn got type bad bitch thing like,1
iont care na bitch goin kinda shit,1
iont got type naw bad bitch thing like,1
iont got type bad bitch thing like,1
iont see nigga fag,1
iri bitch let borrow charger,1
irrit read ppl bitch abt smthng yet offer shit evid even support slant simpli complain easi part,1
hillari dodo bird candid [LINK] via [@],0
moyl retard lol start fellani instead ae rvp pleas come back fergi siralexferguson manchesterunit manchesterderbi mufc,1
wayn bradi gonna choke bitch,1
wayn bradi gonna smack bitch,1
yanke good mood today,0
anyth go tonight besid bitch,1
dare color player hockey,0
hick say bung bed [@],0
weird lick nip,0
kind hoe nae [@] ok hoe anyway ,1
hawk fuck kind bird,1
remix fam [@] hoe aint lawyer  lol god fav chri brown song,1
remix [@] hoe aint lawyer  lmao fave chri brown song,1
full moon crazyasshol full forc talk muzzi liber mood oblig,1
looser colleg town btown  ye like visit iu hoosier,0
vend machin around bitch starvin,1
websit deliv expens wine cigar big booti hoe door step,1
addit charg pussi listen person problem,1
bitch real heat bruh,1
hoe gone dm back,1
napk bitch retard stupid wtf would request read bio pretti [LINK],1
retard bitch realli stupid,1
readi bitch  caus hair laid [@] [LINK],1
islam jihadi run away pakistan [@] [@] uniteblu,0
isley brother got alot pussi boy take note,1
aint april fool yet [@] jay z trash,0
aint nothin cut bitch,1
aint noth like chase money caus purpos chase hoe vice versa,1
aint noth cut bitch,1
aint nunn cut bitch,1
aint noth cut bitch k camp,1
aint nuffin cut bitch,1
aint nun cut dat bitch ,1
aint nuttin cut bitch offthat shit ring tone ,1
start  bitch,1
alreadi soak sink amp melt drop shit bitch idgaf linc get caught ,1
 zero hoe still go like  degre plu tax,1
good gotta woyk da moanin da color dat woyk color folk lazi live da white guilt,0
sound like bitch cop talk radio sound bitch everi singl time aint never dude voic,1
bother ugli girl bad bitch attitud,1
doesnt affect kid affect faculti staff work school queer,1
feel awkward [@] play [@] mean know root awkward,0
get mad mexican go mexico like wtf support team bitch,1
happen black pack beat whitey make nation news [LINK],1
fuck retard say singl thing hous without blowback,1
imposs femal player pimp etc call hoe,1
make sad know queer street anymor [@] [@] sadtweet,1
might infect [@] nigga would realli turn pussi  buggin,1
yall worthless bitch like though,1
open cloud part silkgtcan get room southsid ghetto,1
pissr tf call back half second later nd answer bitch ass nigga,1
prolli seem like flirt iont want none yall hoe ,1
realli aint nothin cut bitch,1
realli bad california faggot marriag forc upon citizen declar illeg,1
sad bitch wake messi like bitch find anoth career caus aint work ,1
seem like cori talk  indianapoli hoe  nb,1
stink bitch must pussi ass nigga talkin shit,1
stink must pussi ass nigga talkin shit tomyfacebro test,1
principl matter bitch ,1
sophomor year learn hoe werent loyal,1
nice unfollow fag,1
would pretti cool got see [@]  time go back hillbilli town [@] [@],0
wu yo fat ass fill applic work bitch,1
campaignseason bitch [@] [LINK],1
 yall nigga still fuckin hoe go get wife bruh wifingsquad,1
 degre bitch stuf anim wrap around neck onlyattheducksgam,1
friday bitch [LINK],1
karaok night babi hi ho hi ho sing go voic sound like sandpap hi ho hi ho,0
mr g bitch mr grohl know wineprobz,1
octob babe hoe anymor,1
hoe tonit amp got shawti wit,1
bob schieffer holiday he proud smitten he good white guy hick damn everyth  everyth,1
bird plane peter walkin air byer [@] [LINK],0
lil bitch bu stop adida flipflop amp sock know dem mf soggi fuck,1
lot uncl tom ass nigga,1
lot fat bitch parti right outfit way much fire function like,1
matter pure weight ratio five ounc bird carri one pound coconut,0
plane bird nah lap around dam lol,0
recess everyth [@] chase pussi never attract,1
sad sad day bitch lose sponsor,1
small world hoe make smaller,1
almost christma charli brown,0
basic bitch unit around part ,1
beani weather bitch  [LINK],1
minut sinc chill like use hope pussi still feel like use,1
boner sunday bitch,1
bout time feel like been hard work woman stripper hoe night judg ,1
definit bitch everyth life rule money moral heartbreak,1
either get pussi one,1
fact male brain cannot alway hear high pitch voic women bitch get madi realli hear,1
funni femal want call bitch put word bad front happi af,1
funni girl cri nude ig like bitch send nude begin,1
funni swaggot white boy wanna act like ballin till come time tip sad ass cracker,1
funni get black femal mad start act ghetto bitch,1
go go go lil bitch,1
gonna long season yanke simul right bluejay ray yanke oriol [LINK],0
hard real nigga nigga got bitch tendenc,1
hard get bitch hood suck dick camerash swear everybodi know herand hate light,1
hilari see chick cri whine song lyric got littl scene fag instead real man ,1
hot allergi kill  feel like littl bitch ,1
iguana bitch er thing,1
littledebbi cloud cake twinki [LINK],0
kind funni peopl tell havent seen year like home bitch,1
lame buy cloth look like real militari cloth wear make fun your  star bitch,1
level bitch fuck nigga caus like red bottom afford nigga got benz ride honda accord,1
like zero bitch nap gon stick yo side fall ,1
moe monday ten ten ten twenti yo titti bitch,1
money bitch even though love ladi,1
main bitch st ayyyeee [@] happi birthday babbbyyi,1
man [@] birthday big booti bitch show love  [LINK],1
wonder titanium ankl kill woo retard winter weather texa weather [LINK],1
pear bitch pear,1
uniqu ghetto hell,1
sin interchang bezel bitch screw back  thatsaproblem,1
often see word disingenu egregi cunt filth one sentenc properli use point,1
offici leav america januari rd see ya bitch februari fun winter,1
ok tell nigga trash featur never happen fam,1
one thing hoe ratchet hoe bitch pleas take seat gt ,1
 pour pineappl ciroc amp blast futur mixtap maximum level bitch vega,1
real bitch know,1
b day bitch [@] [LINK],1
pretti much confirm best bitch face planet,1
realli bitch your tri make differ someon els intent make point make feel like shit,1
schedul alreadi tho bitchesgt bryancranstongt one tweet he got joepesci make fun stolenbasesgt basebal,1
scientif proven one cri least watch charli st cloud,0
scari hoe annabella everyth  act like ,1
shadi bitch talk guy girlfriend disrespect anoth girl,1
still spring bitch,1
still go  gonna start sing caus nigga got hoe [LINK],1
stuff like make black peopl look retard express stupid [LINK],0
summer bitch  [LINK],1
summer bitch,1
st centuri ladi spoil man snotti stuck bitch,1
hillbilli thought ever thing way one time one audienc therefor must way alway,0
dyke chick cut hair barbershop look like futur,1
hoe pic look got ass pic got  sonthes hoe crazi,1
throw throat thursday make ghetto gaggler,1
time mock halftim america bout wake america radic leftist run countri [LINK],1
mani hoe tryna act like wifey type,1
earli talk eat pussi ate ass week,1
unbeliev american refus kill oki mean american weak will trash,1
weird miss robertson screwdriv  gt toqu mickey ten canadian  [LINK] via [@],0
wifey bitch money money noth life blur way go,1
winter bitch [LINK],1
arabspr train charli brown rejectedpeanutsspeci,0
brittani bitch,1
bitch live countri two choic presid fifti choic miss america ,1
million bad bitch world stucc stupid,1
problem bitch ya better follow give ya dick lotteri,1
bro ova hoe wifey come ya bro,1
cool str know yall got wrong bitch understand ,1
crazi hoe ken folk talk friend famili,1
feel like wintertim bitch,1
funni bitch nag ju mad,1
funni hoe text yo phone day  day later boyfriend ,1
gorg [@] bitch think june someth [@] [LINK],1
hotter fast bitch thigh rub togeth run marathon,1
like want sidelin hoe dat shid aint nvr finna happin well live fuck dat rather say fuck,1
alway good hater sometim your stupid bitch  ,1
nt hate bitch hate shot,1
obviou bitch still immatur havent let go past yet face fuck good thing,1
okay smash one homeboy bitch girl long tell afterward,1
mani bitch friend like  one nigga nigga ampamp still  ,1
suppos yellow yellow  [LINK],0
natur bird let one eatnext thing know youv invit entir ecosystem shit car sfvsstl,1
earli bullshit fuck yall hoe lmfao,1
true though lol [@] [@] girl think amp make pussi jump aint shit brahll,1
uno shawti drop imaginari hoe ,1
wayyyyy go  push yo trash ass music right,1
call bitchass [@] nicca tell femal anoth man got mad girl throwin salt man gay straight,1
ya boi popsley da ar aka real meek mill earth first pussi [LINK],1
iv decid grow hair aint braid thostraight curl di bitch ,1
got best friend function retard could,1
never seen part pussi town lolololol end song thoo,1
jj watt grown man shit night get yanke,1
jada fire never drop talk imaginari hoe,1
jai may make appear parti love fag,1
jai hate jay complet irrat hahaha still love jai though need someon call faggot call someon fag,1
jaim make look like bitch lmao,1
jake gettin da bitch rn,1
jamaica popul island hillbilli even linguist kind sub accent old english deriv,0
jamei winston got bench stand tabl say fuck right pussi ironi deep use shovel,1
jamei tweet [@] fuck right pussi,1
jame biggest bitch basketbal swear fuckin cramp serious,1
jammin sad song smoke squar think bout bitch,1
japanes babe maria ozawa get asian pussi fuckedhard [LINK],1
japanes matur cat spot old pussi split wide fill hardcock [LINK],1
japanes teen trim pussi toy greenvibr [LINK],1
jason admit your stuck bitch lol think your much better everycunt naaaaa,1
jax hoe,1
jay z  takeov amp know live [@] home amp home concert yanke stadium [LINK] via [@],0
jayz got  baddest eva prove men realli need look good pull hoe want secur,1
jazz jumbo dick corpor make bitch tap sinc ,1
jealou ass bitch tryna turn lick live see shit,1
jealou bitch smh,1
jealou nigga usual send hate threw bitch,1
jealousi bitch,1
jealousi make bitch anyth thirst make nigga anyth,1
jean skirt ass hoe,1
jenna came one pair shoe took two pair amp four shirt case retard ass go work lol,1
jenna play weeknd amp mac look us like theeees bitch,1
jenna stay pimpin hoe,1
jennif lawrenc nude sooooo trash still smashin though doubt,1
jessi andrew best girl girl scene porn love way make bitch cum,1
jet lag bitch,1
jeter almost broke yanke stadium,0
jet trash,0
jhene aiko aint shit spite side hoe aint even fine,1
jihadi john behead journalist foley sotloff arab chariti collector [LINK] via [@],0
jihadi john struck prayer victim famili bounti head time   meet allah,0
jihadi pop music debat yo bro hear latest abu yasser hit bro total abu hajar fan undergroundcultur,0
jihadi propaganda ployu gulf countri publish pic pilot  deflect sunni anger amp iran [LINK],0
jihadi rehab need account unpleas fact worst behavior attract particip [LINK],0
jihadi stream british isi fighter identifi abu abdurahman al britani kill action [LINK],0
jihadi turn washington nation cathedr mosqu friday prayer [LINK] lnyhbt ccot teaparti gop tgdn,0
jihadi run claim king saudi arabia die two day ago must bomb fall em make em hallucin,0
jihadi bet public protest britain forc uk gov antiisi coalit [LINK],0
jihadi circul video kill boko haram nigerian pilot captur helicopt shoot,0
jihadi claim shot iraq armi mi attack helicopt beji amp identifi pilot name rank,0
jihadi identifi man indonesia one carri massiv suicid bomb speicher camp iraq [LINK],0
jihadi keep prattl shot today think apach helicopt mayb mi,0
jihadi seem upset locat jedah confer saudi purpos isi,0
jihadi specif ask intern school saudi target realthreat [LINK],0
jihadi taunt america amp spread paranoia tent appear video daesh train camp near mosul [LINK],0
jindal seem outofbodi experi enhanc special browni [LINK] bj em stribpol mngop,0
jk go pussi want love life seein scare shit,1
joba chamberlain look like homeless guy contest yanke,0
joe budden alway flexin averag twitter nigga wit pool parti bitch nigga compet wit otha rap nigga,1
joe rip nobel prize winner he littl bitch morningjo,1
joe young gone shoot bitch,1
joe parti got hoe alway hot hell,1
john kerri sellout [LINK] neverforget pussi screw troop vietnam he reward disgust,1
john legend showin countri bitch song,1
john mccain trash jay carni live cnn  syria isi obama [LINK],0
johnathan martin straight pussi manup,1
johnni manziel flip somebodi bird,0
johnni rebel  could nigger day [LINK],1
johnni rebel  quit bitchin nigger [LINK],1
johnni punk bitch doe,1
join crew bitch,1
jon jone lost respect turn fight like bitch hope lose next fight [@],1
jon stewart take crack stupid teabagg moron rick perri gayalcohol commment [LINK],1
jone ibaez ga give earlier first half callup get play time yanke mlb,0
jonica look like hoe th superior ,1
jordan watcha colleg fuckin bitch amp stuff ya know jordan alright serious  [@] ichoosetobeabstin,1
jose soto reflect former gay teabagg [LINK],0
josef pit slight possibl make remain  lap highli doubt need yellow indyfest,0
josh your hoe ,1
js feet song trash loll,0
jtfooooo pussi fleek,1
juici j say ratchet pussi rememb,1
juliu pepper still seem retard,1
jump nd floor window side bitch crib girl beatin door  josh shaw,1
jungl fever favorit movi dat white girl love dat color man thang take hard deep drive dat girl daddi wild crazi,1
junior still pussi,1
ju nicca,1
ju need bad bitch gone alway hold,1
ju need nig mack wild winfk award tho,1
ju tire tell nicca young thug gah yesterday nicca aint believ ,1
ju wake hear lebron sheet  dummi  respect  go get ya ring come back real admir bitch,1
juss got hoe free lop p [LINK],1
young niggah wit promis futur [@],1
trash other fix none issu [@] naw [@] anyon download io  yet,0
hair laid wuteva mean nothin yo shit gotta smell marvel nigga want bitch smell like burnt weav,1
issu attorney town doesnt mean bitch next time get troubl,1
bought [@] new releas pussi whine itstfu turnthatshituploud godsmack,1
call  basketbal player fade twitter dat pussi nigguh live georgia come get bitch,1
caus everi parti seen mean bad bitch,1
caus got boyfriend mean still aint hoe your hoe boyfriend,1
clean fingernail knife hillbilli [@],0
